415	218.539	51.0048	0.914076	1.77395	9.86214	1	
415	311.332	68.4469	4.09038	3.49647	22.7398	1	
415	313.752	72.6191	4.75565	2.23106	24.8049	1	
415	315.201	74.3292	3.40531	1.16301	18.3905	1	
415	229.629	80.249	2.1713	4.31644	24.1552	1	
415	254.672	74.3785	1.20442	2.28037	10.998	1	
415	248.576	93.5891	1.13055	2.71159	17.276	1	
415	255.225	89.7048	1.28459	2.98436	14.3232	1	
415	257.042	91.5664	1.98148	2.81147	19.8358	1	
415	315.486	83.5776	0.844024	3.37272	20.2406	1	
415	255.752	94.2249	0.958456	3.02671	15.2904	1	
415	258.453	123.965	1.84975	1.67545	7.96427	1	
415	213.837	134.974	1.73825	1.24434	10.9994	1	
415	227.675	132.722	0.372852	2.06954	9.61463	1	
415	257.79	9.28234	1.30208	1.78382	17.8649	1.41421	
415	328.31	30.1567	5.76981	4.70593	43.0636	1.41421	
415	341.168	85.58	6.59632	2.38415	36.4517	1.41421	
415	409.567	75.8978	1.8299	2.2979	14.6044	1.41421	
415	263.61	87.294	0.650644	2.22287	12.0673	1.41421	
415	413.72	187.977	2.2201	0.477803	8.5027	1.41421	
415	632.839	76.326	3.5288	1.34883	13.4708	2	
415	634.814	84.5826	4.57696	0.401649	15.395	2	
415	422.869	93.9864	4.18411	3.63126	18.3857	2	
415	419.481	218.553	1.65784	1.92184	9.52796	2	
415	417.781	230.969	2.26618	1.01948	9.56118	2	
415	415.921	239.732	3.25585	2.04836	15.8266	2	
415	552.116	236.887	3.49454	2.81004	17.656	2	
415	752.566	134.337	4.43293	6.77565	38.3402	2.82843	
415	873.442	148.273	2.18509	1.47044	13.5845	2.82843	
415	642.792	176.934	1.38615	6.00498	24.8688	2.82843	
415	725.527	142.241	12.1606	11.8665	55.0698	2.82843	
415	553.259	236.15	4.1141	3.95571	20.879	2.82843	
415	811.292	370.34	0.855545	4.76702	17.5352	2.82843	
415	832.622	366.402	2.58862	3.51591	17.9196	2.82843	
415	546.966	370.167	3.92722	1.31709	18.5189	2.82843	
415	620.451	402.116	2.50145	0.358932	9.16958	2.82843	
415	732.259	419.63	3.41641	1.47686	14.3851	2.82843	
415	753.973	32.7779	3.13332	4.01735	27.8379	4	
415	888.726	369.71	0.387543	1.96603	9.18422	4	
415	781.274	451.373	2.57979	1.18933	10.2046	4	
415	927.701	461.369	1.73812	6.11538	21.4957	4	
