243	332.348	30.1941	2.83915	13.243	37.5238	1.41421	
243	409.42	24.3319	2.26447	2.22569	25.6493	1.41421	
243	422.901	41.7171	1.85476	1.60392	16.1667	1.41421	
243	329.596	53.7777	2.07793	7.93506	26.6552	1.41421	
243	427.061	45.6631	1.08062	2.1451	18.5861	1.41421	
243	402.77	47.2327	6.94436	3.39543	30.029	1.41421	
243	426.759	48.6828	1.20008	4.56733	22.6116	1.41421	
243	408.627	66.1471	1.86328	4.03271	20.4734	1.41421	
243	335.7	77.2899	1.72103	3.55468	16.7099	1.41421	
243	413.768	73.5122	1.00141	3.30396	16.3093	1.41421	
243	359.868	85.0736	8.37399	2.74732	36.2677	1.41421	
243	383.245	82.4915	7.718	2.6204	32.7629	1.41421	
243	412.917	89.1929	2.14343	2.52027	17.9656	1.41421	
243	374.716	98.5186	5.69654	2.1352	22.2681	1.41421	
243	413.547	99.5114	3.69931	2.24301	23.5523	1.41421	
243	402.464	109.205	5.67759	3.26508	28.7383	1.41421	
243	407.981	109.251	5.17899	3.23925	28.2856	1.41421	
243	421.482	100.833	3.32616	4.3321	24.5515	1.41421	
243	428.485	106.519	2.60367	11.6087	41.9702	1.41421	
243	362.566	211.414	4.19464	2.22631	27.3533	1.41421	
243	411.451	214.667	0.848575	3.21431	14.8228	1.41421	
243	399.329	7.64538	7.4966	2.89039	29.0425	2	
243	398.696	16.8458	7.13067	3.54637	33.8532	2	
243	416.854	47.9802	2.0214	2.09448	19.262	2	
243	415.415	52.5579	1.17201	3.6726	18.4333	2	
243	406.466	74.6195	2.35359	2.02632	13.2074	2	
243	406.087	85.7086	3.27405	2.15194	17.9843	2	
243	397.267	100.7	5.70842	2.96525	27.1657	2	
243	429.966	104.821	2.47987	10.3519	36.9851	2	
243	423.11	173.183	1.08886	1.75742	10.1217	2	
243	711.925	327.386	0.37648	1.95934	6.85525	2.82843	
243	652.128	343.816	2.34534	0.567289	7.29644	2.82843	
243	715.751	359.028	2.23872	0.0975424	6.84581	2.82843	
243	588.411	410.205	2.75562	4.91427	18.9237	2.82843	
