431	259.214	11.985	2.44341	0.525462	9.45708	1	
431	317.058	51.0366	3.13823	1.13756	16.7128	1	
431	318.531	62.4353	2.37914	3.47733	19.5784	1	
431	313.603	62.7052	2.43281	7.89521	20.6707	1	
431	318.216	64.483	2.4833	5.26706	23.4951	1	
431	321.791	68.2334	3.21945	3.8638	26.1989	1	
431	321.985	74.7344	4.02276	1.75806	16.9244	1	
431	321.855	83.1155	0.685892	2.3418	22.876	1	
431	326.924	89.7217	0.627329	2.90671	17.019	1	
431	369.794	3.68232	5.28629	0.796846	26.0475	1.41421	
431	261.216	9.13477	2.93606	1.14495	13.0999	1.41421	
431	322.223	20.4925	7.38209	2.02371	26.317	1.41421	
431	445.654	74.577	7.22695	12.6464	44.0928	1.41421	
431	311.278	59.8	2.07491	5.80638	17.7925	1.41421	
431	415.377	64.2283	1.62136	2.25756	17.3704	1.41421	
431	340.484	91.0919	1.71033	2.40302	16.8705	1.41421	
431	411.228	89.7808	2.96271	2.66999	19.0768	1.41421	
431	328.607	95.0341	0.673267	1.83427	10.5388	1.41421	
431	351.921	98.1448	1.84744	2.3195	14.1721	1.41421	
431	389.369	104.576	3.09811	1.82918	14.5553	1.41421	
431	384.813	121.411	6.06896	4.00796	25.0943	1.41421	
431	413.121	49.4129	4.00938	4.46871	36.6126	2	
431	407.682	73.4195	1.9805	0.733915	7.61524	2	
431	398.103	94.7757	2.77153	2.23294	15.7551	2	
431	489.495	212.77	3.94277	7.66896	26.206	2	
431	796.211	76.0824	1.88274	0.898683	7.86899	2.82843	
431	656.139	160.33	2.5766	1.83791	15.3384	2.82843	
431	642.257	183.632	0.470242	4.22168	13.0298	2.82843	
431	582.429	398.33	2.23336	3.89537	14.2302	2.82843	
431	610.546	411.95	2.73976	4.06769	15.2492	2.82843	
431	556.859	426.659	0.602866	3.74063	12.189	2.82843	
